,tree_tag_u,tree_tag,code,Species,Family,date,day,buds,bud_sex,hflrs,fflrs,mflrs,sex_system,sex_of_flrs,morph,scent,fermented,fruity,spicy,sweet,unscented,rotten,reward,ob_start,ob_end,ob_time_min,obs_time_hr,ants,bees,beetles,butterflies,neo_dipt,dipt,wasps,bees_wasps,birds,cockroaches,bugs,grasshoppers,thrips,snails
200,323968,323968,TRAC,Trichoscypha_acuminata,Anacadriaceae,3/17/16,17,126142,,NA,NA,38400,dioecious,m,0,none,0,0,0,0,1,0,n,14:53,15:08,15,0.25,0,11,0,0,0,1,0,11,0,0,0,0,0,0
201,323968,323968,TRAC,Trichoscypha_acuminata,Anacadriaceae,3/17/16,17,126142,,NA,NA,38400,dioecious,m,0,none,0,0,0,0,1,0,n,15:08,15:23,15,0.25,0,17,0,1,0,3,0,17,2,0,0,0,0,0
202,323968,323968,TRAC,Trichoscypha_acuminata,Anacadriaceae,3/17/16,17,126142,,NA,NA,38400,dioecious,m,0,none,0,0,0,0,1,0,n,15:23,15:38,15,0.25,0,12,0,0,0,0,1,13,1,0,0,0,0,0
203,323968,323968,TRAC,Trichoscypha_acuminata,Anacadriaceae,3/17/16,17,126142,,NA,NA,38400,dioecious,m,0,none,0,0,0,0,1,0,n,15:38,15:53,15,0.25,0,13,0,1,0,2,1,14,0,0,0,0,0,0
204,3920043,3920043,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/22/16,22,0,,NA,NA,285,dioecious,m,0,none,0,0,0,0,1,0,u,12:40,12:55,15,0.25,0,0,2,0,5,0,0,0,0,0,1,0,0,0
205,301793,301793,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/26/16,26,0,,NA,NA,512,dioecious,m,0,none,0,0,0,0,1,0,u,13:30,14:00,30,0.5,1,1,0,0,0,1,0,1,0,0,0,0,0,0
206,363061,363061,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/28/16,28,0,,NA,NA,1900,dioecious,m,0,none,0,0,0,0,1,0,u,14:25,14:40,15,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,124338,124338,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/5/16,36,0,,NA,0,407,dioecious,m,0,none,0,0,0,0,1,0,u,13:57,14:12,15,0.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0
208,3610317,3610317,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/25/16,25,0,,NA,NA,1288,dioecious,m,0,none,0,0,0,0,1,0,u,14:15,14:45,30,0.5,0,0,2,0,0,1,0,0,0,0,0,0,0,0
209,351413,351413,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/25/16,26,0,,NA,88,,dioecious,f,0,none,0,0,0,0,1,0,u,10:15,11:00,15,0.25,3,0,0,0,0,0,0,0,0,0,0,0,0,1
210,321587,321587,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/26/16,26,1152,,NA,NA,2176,dioecious,m,0,none,0,0,0,0,1,0,u,10:18,10:48,30,0.5,0,4,0,0,0,0,0,4,0,0,0,0,0,0
211,331885,331885,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/26/16,26,70,,NA,NA,140,dioecious,m,0,none,0,0,0,0,1,0,u,10:07,10:37,30,0.5,3,1,1,0,1,0,0,1,0,0,0,0,0,0
212,306329,306329,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/26/16,26,550,,NA,NA,350,dioecious,m,0,none,0,0,0,0,1,0,u,14:53,15:23,30,0.5,7,6,2,0,2,0,0,6,0,7,0,0,0,0
213,3510190,3510190,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/28/16,28,0,,NA,NA,418,dioecious,m,0,none,0,0,0,0,1,0,u,14:25,14:55,30,0.5,3,0,2,0,2,3,0,0,0,0,0,0,0,0
214,284081,284081,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/30/16,30,0,,NA,130,,dioecious,f,0,none,0,0,0,0,1,0,u,13:01,13:16,15,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,256398,256398,TRI3,Trichoscypha_kleinei,Anacadriaceae,3/30/16,30,144,,NA,336,,dioecious,f,0,none,0,0,0,0,1,0,u,15:20,15:35,15,0.25,0,5,0,0,0,0,0,5,0,0,1,0,0,0
216,331859,331859,UVBA,Uvariopsis_bakeriana,Annonaceae,3/19/16,19,47,,NA,11,0,dioecious-monecious,,0,spicy,0,0,1,0,0,0,s,12:23,12:53,30,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0
217,192441,192441,UVBA,Uvariopsis_bakeriana,Annonaceae,3/16/16,16,7,,NA,0,3,dioecious-monecious,,0,spicy,0,0,1,0,0,0,s,10:10,10:25,15,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,221249,221249,UVBA,Uvariopsis_bakeriana,Annonaceae,3/20/16,20,9,,NA,NA,4,dioecious-monecious,,0,spicy,0,0,1,0,0,0,s,10:28,10:58,30,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,206821,206821,UVBA,Uvariopsis_bakeriana,Annonaceae,3/21/16,21,1,,NA,1,1,dioecious-monecious,,0,spicy,0,0,1,0,0,0,s,8:58,9:13,15,0.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0
220,396165,396165,UVBA,Uvariopsis_bakeriana,Annonaceae,3/22/16,22,9,,NA,NA,38,dioecious-monecious,,0,spicy,0,0,1,0,0,0,s,11:15,11:30,15,0.25,0,0,1,0,0,3,0,0,0,0,0,1,0,0
221,385962,385962,UVBA,Uvariopsis_bakeriana,Annonaceae,3/22/16,22,3,,NA,32,,dioecious-monecious,,0,spicy,0,0,1,0,0,0,s,10:40,11:10,30,0.5,3,1,1,0,0,0,0,1,0,0,0,0,0,0
222,376790,376790,UVBA,Uvariopsis_bakeriana,Annonaceae,3/22/16,22,3,,NA,0,3,dioecious-monecious,,0,spicy,0,0,1,0,0,0,s,10:25,11:55,90,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,373307,373307,UVBA,Uvariopsis_bakeriana,Annonaceae,3/23/16,23,1,,NA,102,0,dioecious-monecious,,0,spicy,0,0,1,0,0,0,s,13:40,14:20,30,0.5,3,0,0,0,0,5,0,0,0,0,2,0,0,0
